ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
002-89-2641|348431295431306|Todd|Brooks|M|2390 Karen Lane Suite 282|Milton|FL|32571|30.6698|-87.1794|83284|Journalist, broadcasting|1988-03-02|924144462447|adults_2550_male_urban.json
801-33-2986|4113277342173|Jeffrey|Livingston|M|709 Diaz Views Apt. 059|Holland|NY|14080|42.6396|-78.5439|4330|Quantity surveyor|1942-10-14|660428380417|adults_50up_male_urban.json
702-69-4545|4542730581630810|Marcia|Drake|F|159 Ellis Meadows|Corpus Christi|TX|78418|27.6349|-97.3103|306433|Product manager|1971-12-15|471589282062|adults_50up_female_urban.json
530-62-9315|180060591279720|Jonathan|Thomas|M|58593 Charles Road Suite 565|Lexington|KY|40515|37.9651|-84.4708|296965|Quarry manager|1989-08-25|598668759884|adults_2550_male_urban.json
119-64-8728|4688985155196572|Matthew|Hansen|M|917 Michelle Fields Apt. 404|Rochester|NY|14618|43.1122|-77.5618|478127|Community education officer|1954-05-18|272001968258|adults_50up_male_urban.json
312-67-1635|4026892005829|Amber|Allen|F|4418 Justin Loop Suite 071|Santa Fe|TX|77517|29.3673|-95.1361|19046|Hydrologist|1957-11-25|863591337382|adults_50up_female_urban.json
775-65-0893|3565721187288438|Samantha|Dean|F|56511 Charles Rapids|Hempstead|TX|77445|30.092|-96.0716|11977|Retail banker|1947-09-11|1813969303|adults_50up_female_urban.json
830-64-8539|3503105953250852|Kelly|Baker|F|7269 Hughes Dale|Seattle|WA|98116|47.5746|-122.3934|837792|Hydrogeologist|1968-10-10|651774380989|adults_50up_female_urban.json
830-59-4410|6011597692465841|Amy|Brady|F|2120 Smith Plaza|Chicago|IL|60605|41.8712|-87.6277|2680484|Information officer|1960-05-16|263138337400|adults_50up_female_urban.json
115-07-0462|4539120408060|Christina|Cole|F|58690 Hobbs Corner|Trafford|AL|35172|33.819|-86.7434|2986|Field trials officer|1987-01-15|683588643727|adults_2550_female_urban.json
122-12-4007|30183483086375|Amy|Beard|F|67707 Brown Trail|Spokane|WA|99206|47.6496|-117.2581|342856|Conservation officer, historic buildings|1974-03-18|575061336964|adults_2550_female_urban.json
266-69-8764|4446820401801|Mary|Salazar|F|065 Walker Glen|Trenton|MI|48183|42.1382|-83.2179|43182|Psychotherapist, child|1976-02-10|930157166258|adults_2550_female_urban.json
708-62-6321|343960131321078|Mark|Stevenson|M|47271 Danielle Hills|Los Angeles|CA|90033|34.0487|-118.2084|2383912|Operational investment banker|2000-11-17|902927133925|young_adults_male_urban.json
784-40-8644|4849869350285014689|Lisa|Kim|F|3686 Jordan Stream|Saint Augustine|FL|32084|29.9175|-81.3668|109984|Tourist information centre manager|1967-02-03|70503231854|adults_50up_female_urban.json
643-06-2977|38591107248357|Brian|Joseph|M|0103 Mcdonald Manor Suite 869|Sacramento|CA|95821|38.6239|-121.3837|757530|IT consultant|1962-02-03|798225022894|adults_50up_male_urban.json
411-62-3428|180022197664580|Sarah|Mcdonald|F|4570 Ruth Harbors|Brandon|FL|33510|27.9551|-82.2966|79613|Occupational psychologist|1958-04-27|401937847226|adults_50up_female_urban.json
875-92-6255|6011511947259487|Jeremy|Webb|M|26853 Justin Squares Apt. 002|Visalia|CA|93291|36.3551|-119.301|142488|Exhibitions officer, museum/gallery|1961-07-24|518850336052|adults_50up_male_urban.json
489-28-7111|581713644598|William|Francis|M|4997 Miller Hills|Parker|CO|80134|39.4895|-104.8447|84861|Operational researcher|1994-07-23|781977690788|adults_2550_male_urban.json
765-44-5679|3569231831425606|Cheryl|Davis|F|3391 Santos Spring|Hanceville|AL|35077|34.0516|-86.7848|13142|Secretary/administrator|1987-08-08|23255291684|adults_2550_female_urban.json
070-87-5381|4485487439002085|Robert|Jacobs|M|96466 White Port Suite 182|Fontana|CA|92335|34.0794|-117.4551|221665|Publishing copy|2002-09-06|847496295923|young_adults_male_urban.json
706-28-0693|30141747157499|Kevin|Conner|M|472 Tiffany Mews Suite 117|Spanaway|WA|98387|47.0732|-122.3943|43173|Operational investment banker|1995-01-20|296661735259|adults_2550_male_urban.json
016-22-7307|3504986111724782|Travis|Jensen|M|653 Hardin Common Apt. 400|Brooklyn|NY|11230|40.6225|-73.965|2504700|Chemist, analytical|1972-10-18|153433279299|adults_50up_male_urban.json
159-75-8237|3554817267312933|Diane|King|F|17456 Dustin Mall|Federal Way|WA|98023|47.3104|-122.3612|91661|Public house manager|1961-09-05|76649367255|adults_50up_female_urban.json
036-52-2451|060496317862|Dawn|Burke|F|43966 Joyce Alley Suite 780|Richmond|IN|47374|39.8324|-84.8936|46875|Advertising account planner|1969-07-24|859278008450|adults_50up_female_urban.json
207-06-3134|4257510819390154050|Terry|Roman|F|9595 Ashley Islands|Denton|TX|76208|33.2117|-97.0612|139552|Engineer, land|1984-04-02|384685278596|adults_2550_female_urban.json
461-54-9840|4941586319590354|Jonathan|Barker|M|2248 John Ports|Westfield|MA|01085|42.1537|-72.7698|41804|Contracting civil engineer|1976-12-30|827150305390|adults_2550_male_urban.json
267-24-8499|30276511402000|Nicholas|Douglas|M|06526 Burns Mount|Flagstaff|AZ|86004|35.2257|-111.5741|84499|Phytotherapist|1987-09-14|266195576873|adults_2550_male_urban.json
812-15-7592|5143410628647925|Christina|Mendoza|F|14788 Kevin Glens Apt. 564|Casa Grande|AZ|85194|32.8984|-111.6261|62569|Consulting civil engineer|1973-07-17|323835888165|adults_2550_female_urban.json
632-86-6990|3559151161314893|Jessica|Jones|F|1462 Sarah Street Apt. 371|Columbus|IN|47203|39.2301|-85.8855|67468|Surveyor, building|1969-09-29|656872502179|adults_50up_female_urban.json
152-60-6508|6526853074401435|Jennifer|Wade|F|690 Joshua Meadow Suite 645|Brooklyn|NY|11212|40.6625|-73.9145|2504700|Armed forces training and education officer|1994-07-10|631901211720|adults_2550_female_urban.json
470-10-8296|3531947235248808|John|Davis|M|14291 Jones Passage Suite 212|Providence|RI|02904|41.8541|-71.4378|203571|Immigration officer|1971-02-27|623752272342|adults_50up_male_urban.json
650-67-1900|373248319159426|Kenneth|Long|M|7299 Jackson Trafficway Suite 071|Apache Junction|AZ|85120|33.3931|-111.5768|49387|Scientist, marine|1949-10-18|899763916390|adults_50up_male_urban.json
828-77-7252|348513290971376|Paul|Lewis|M|583 Allen Points Suite 972|Jacksonville|FL|32218|30.4507|-81.6626|847415|Radio broadcast assistant|1969-09-17|633360790824|adults_50up_male_urban.json
218-40-5839|676248326164|Karen|Baker|F|794 Dunn Mills Suite 786|Idaho Falls|ID|83401|43.5518|-111.8919|101543|Financial trader|1996-02-08|35502207876|adults_2550_female_urban.json
545-19-0578|3504683227359476|Angela|Bates|F|40109 Espinoza Shoal Suite 799|Louisville|KY|40214|38.1593|-85.778|736284|Administrator, charities/voluntary organisations|1958-12-30|901792414704|adults_50up_female_urban.json
729-25-7690|060474348756|Michael|Williams|M|809 Murphy Junction|Richmond|VA|23236|37.4782|-77.5854|536907|Teacher, adult education|1974-06-16|313676040807|adults_2550_male_urban.json
740-09-6283|180016357720893|Joel|Harvey|M|1645 George Fork|Sandwich|IL|60548|41.6353|-88.6393|12218|Trade union research officer|1997-01-04|874226155429|adults_2550_male_urban.json
073-51-1391|2720958824278109|Kimberly|Brown|F|5371 Jackson Mountains|Miami Beach|FL|33139|25.7873|-80.1564|95666|Oncologist|2000-06-29|913086005395|young_adults_female_urban.json
749-32-7159|4443327885574925|Roger|Carney|M|7730 James Meadow|Hartsburg|MO|65039|38.7159|-92.2864|2328|Armed forces technical officer|1958-07-24|112700258620|adults_50up_male_rural.json
369-05-8418|30551739920516|Megan|Clements|F|88874 Green Stravenue Apt. 318|Lake Placid|FL|33852|27.2945|-81.3649|21790|Community development worker|1961-05-27|305229283414|adults_50up_female_urban.json
668-88-7935|4919756832678|Alan|Stuart|M|876 Michelle Path Suite 547|San Diego|CA|92115|32.7607|-117.0721|1241364|Conservator, museum/gallery|2002-12-01|228200847847|young_adults_male_urban.json
197-04-8539|348870567680209|Dale|Ramos|M|31227 William Common|Three Rivers|MA|01080|42.1819|-72.3624|2334|Administrator|1963-10-28|616586347828|adults_50up_male_rural.json
807-60-1005|4448077383450|Chelsea|Nguyen|F|9685 Wade Springs|Vancouver|WA|98683|45.6032|-122.5133|299480|Engineer, automotive|1966-03-10|921456366110|adults_50up_female_urban.json
015-45-0720|346866765640609|Alexandra|Cisneros|F|37400 May Fork|San Antonio|TX|78237|29.4208|-98.5645|1595797|Visual merchandiser|1982-07-19|292652245747|adults_2550_female_urban.json
281-71-4376|561338377428|Kristen|Merritt|F|517 Johns Meadow|Farmington|NH|03835|43.3884|-71.0647|6786|Land/geomatics surveyor|1970-05-27|903654266591|adults_50up_female_urban.json
551-67-4138|6011816546368054|Christopher|Murphy|M|70649 Hernandez Run Suite 616|Greer|SC|29650|34.8968|-82.2674|75476|Maintenance engineer|1996-04-12|267792071574|adults_2550_male_urban.json
755-24-6620|6526519762126630|Tanya|Smith|F|59178 Ortiz Road Apt. 428|Keyport|NJ|07735|40.4384|-74.1881|19569|Equality and diversity officer|1970-09-26|151193913752|adults_50up_female_urban.json
753-95-8365|4627371191822|Scott|Horn|M|45409 Strickland Vista Apt. 301|Oakland|OR|97462|43.453|-123.3558|3938|Careers information officer|1965-01-26|310129941915|adults_50up_male_urban.json
176-54-6036|3512878348195714|Emily|Higgins|F|709 James Views|Englishtown|NJ|07726|40.2825|-74.3424|42508|Magazine features editor|1949-07-02|802298576418|adults_50up_female_urban.json
642-73-7429|676265017720|Katelyn|Lewis|F|97691 Susan Gardens|Highgate Center|VT|05459|44.9404|-73.0155|2156|Chief Marketing Officer|1956-09-06|844065693032|adults_50up_female_rural.json
253-30-6252|372783816453766|Jeffrey|Scott|M|37425 Miller Loop|Spring Valley|CA|91977|32.724|-116.9976|67264|Research scientist (maths)|1997-05-02|335415100790|adults_2550_male_urban.json
174-93-7340|371095975685422|Alexander|Bennett|M|49443 Hicks Islands|Clovis|CA|93619|36.8432|-119.6518|109930|Geneticist, molecular|1976-06-04|30696747299|adults_2550_male_urban.json
564-81-6975|639097848381|Kristy|Andrews|F|81123 Moore Stravenue Apt. 828|South Bend|IN|46619|41.6674|-86.3153|145459|Set designer|1963-03-27|491573366365|adults_50up_female_urban.json
554-94-8130|4350357433957|Stephen|Johnson|M|788 Perez Greens|Dayton|OH|45459|39.6464|-84.1717|479994|Aid worker|1957-08-10|319813971042|adults_50up_male_urban.json
609-65-8203|180063183674639|Dana|Salinas|F|49467 Traci Unions|Kempton|PA|19529|40.6328|-75.8513|3131|Records manager|1956-07-23|611508358370|adults_50up_female_urban.json
655-54-7685|578038343062|Lisa|Shepard|F|5641 Cole Ferry|Buffalo|NY|14207|42.9491|-78.8978|564824|Arts development officer|1935-04-30|11261505406|adults_50up_female_urban.json
577-16-2422|4898032631013885|Amber|Fleming|F|662 James Ports|Pamplico|SC|29583|33.9922|-79.5929|5438|Civil Service fast streamer|1988-10-05|183133328266|adults_2550_female_urban.json
412-54-7241|375383735799873|Michael|Kidd|M|6893 Andrea Vista|Rustburg|VA|24588|37.2545|-79.1215|9647|Licensed conveyancer|1996-01-25|858532092076|adults_2550_male_urban.json
117-89-4182|30599386938307|Patricia|Orozco|F|472 Mendez Glen Apt. 114|Houston|TX|77074|29.6896|-95.5106|2906700|Lobbyist|1981-09-09|380164959444|adults_2550_female_urban.json
123-73-7939|213148189029010|Joseph|Liu|M|0729 Tran Place|Hughesville|MD|20637|38.5207|-76.7817|5423|Engineer, energy|1992-11-04|575809551520|adults_2550_male_urban.json
005-05-8011|4573773398714098|Matthew|Jones|M|22032 Hurley Haven Apt. 813|Pittsburg|CA|94565|38.0031|-121.9172|84641|Research officer, government|1998-03-13|183869227483|young_adults_male_urban.json
725-61-7163|3511513665130678|Linda|Miller|F|84346 Dorothy Pike|Boca Raton|FL|33498|26.3907|-80.2161|210202|Higher education lecturer|1954-07-04|427104460808|adults_50up_female_urban.json
170-40-0541|6011937895404777|Thomas|Olson|M|08284 April Point|New Haven|CT|06513|41.3072|-72.8654|128884|Teacher, music|1986-10-07|963263436587|adults_2550_male_urban.json
594-42-8968|4713686436812818|Natalie|Webb|F|52156 Tyrone Point|Houston|TX|77065|29.9319|-95.6106|2906700|Engineer, maintenance (IT)|1940-01-23|867887320920|adults_50up_female_urban.json
233-36-2400|3564769650301858|Alicia|Walsh|F|95597 Burton Greens|Birmingham|AL|35242|33.3813|-86.7046|493806|Engineer, production|1943-04-09|880405579126|adults_50up_female_urban.json
710-56-9249|3571591204644463|Carl|Baker|M|974 Fry Ridges|Crisfield|MD|21817|37.9845|-75.8429|5236|Tax inspector|1985-12-10|256778245930|adults_2550_male_urban.json
732-56-4921|3557520724863111|David|Harris|M|20160 Reyes Lights|West Mifflin|PA|15122|40.3606|-79.9086|20131|Librarian, academic|2001-05-04|468280311068|young_adults_male_urban.json
877-97-0463|4840697225725|David|Jones|M|72642 Lopez Circles|Jonesboro|AR|72401|35.833|-90.6965|77249|Oceanographer|1963-08-18|846272722124|adults_50up_male_urban.json
610-54-4282|38165354346998|Megan|Baldwin|F|7181 Boyd Common|Macon|GA|31210|32.8926|-83.7455|165895|Radio broadcast assistant|1983-02-23|661575604339|adults_2550_female_urban.json
403-25-3054|3537323514235441|Michael|White|M|632 Cory Plaza|Charlotte|NC|28210|35.1316|-80.8577|790689|Designer, furniture|1968-06-11|747146328344|adults_50up_male_urban.json
562-68-2877|30086502136081|Andrew|Hughes|M|174 Laurie Green|Muskegon|MI|49442|43.2329|-86.1885|128715|Higher education careers adviser|1969-01-08|951464823268|adults_50up_male_urban.json
609-71-8849|2298834842625047|Angela|Castro|F|6576 Shirley Plaza Apt. 883|Camanche|IA|52730|41.7886|-90.2709|4950|Futures trader|1951-03-14|624610816536|adults_50up_female_urban.json
620-01-6168|3554563352526157|Kenneth|Newton|M|105 Anderson Cape Suite 680|Natchez|MS|39120|31.5492|-91.3642|32334|Engineer, biomedical|1956-09-15|423616668826|adults_50up_male_urban.json
173-53-5189|2293537323429004|April|Vazquez|F|6945 Patricia Parkway Apt. 873|Delphos|OH|45833|40.8336|-84.3247|10667|Architectural technologist|1970-10-04|794288134276|adults_50up_female_urban.json
048-74-5345|4363145461522555|Samuel|Garcia|M|5776 Samuel Stream Apt. 421|Saint Peters|MO|63376|38.7802|-90.6228|70828|Administrator|1961-06-01|687274603684|adults_50up_male_urban.json
439-17-2027|3535863638789312|Maria|Thornton|F|4952 Gray Loaf|Wilmington|DE|19803|39.7994|-75.5317|215619|Health and safety inspector|1977-04-16|512676931818|adults_2550_female_urban.json
678-20-6697|4480405412733455|Amber|Wise|F|3538 Singleton Wells Suite 236|Warren|MI|48093|42.5149|-82.9968|134056|Counsellor|1955-12-16|571889393069|adults_50up_female_urban.json
156-88-6169|4713579669943568|Larry|Howard|M|94759 Hall Ridge|Brookfield|WI|53045|43.0668|-88.1469|41111|Nature conservation officer|1973-06-14|498197513305|adults_2550_male_urban.json
803-72-7743|4715273300627727|Traci|Murray|F|356 Guerra Oval|Alliance|OH|44601|40.9158|-81.1182|35294|Broadcast engineer|2003-08-23|473171506041|young_adults_female_urban.json
230-54-5473|675933140740|Lisa|Wang|F|68326 Bradley Fall|Vancouver|WA|98683|45.6032|-122.5133|299480|Clinical cytogeneticist|1980-07-05|241238301123|adults_2550_female_urban.json
597-02-8667|6011208858306569|Michael|Young|M|68530 Elizabeth Club Suite 572|Midland|MI|48640|43.6376|-84.268|64967|English as a foreign language teacher|1927-10-06|323976245483|adults_50up_male_urban.json
203-04-6289|30509919755540|Melissa|Campos|F|7663 Wendy Spurs|Mc Millan|MI|49853|46.297|-85.7307|1278|Presenter, broadcasting|1967-02-12|151823871773|adults_50up_female_rural.json
341-23-6441|4904342075776|Shawn|Price|M|30601 Cruz Overpass|Clermont|FL|34711|28.5525|-81.7574|81987|Engineer, biomedical|1992-10-02|872273468281|adults_2550_male_urban.json
564-36-2356|4789306929055432|Kelly|Moore|F|829 Lewis Plains Apt. 024|Warren|ME|04864|44.1271|-69.2479|4751|Chief Operating Officer|1989-02-17|187730073473|adults_2550_female_urban.json
761-05-3423|372585958013260|Denise|Washington|F|0974 Soto Lake Apt. 128|South Brunswick|NC|28470|33.9637|-78.4064|10644|Merchandiser, retail|2002-10-08|494656732402|young_adults_female_urban.json
847-78-3261|6525480103174873|Allen|Davis|M|786 Kristina Motorway Apt. 806|Davenport|FL|33837|28.1963|-81.6079|40984|Lobbyist|1977-05-29|500734622717|adults_2550_male_urban.json
224-81-8677|2263597335115526|Dawn|Bailey|F|9258 Robinson Views Apt. 922|La Follette|TN|37766|36.4248|-84.0907|18850|Press photographer|1988-10-30|970406147805|adults_2550_female_urban.json
374-83-8490|4814493289557915|Kelli|Brown|F|378 Wong Vista|Highland|CA|92346|34.1565|-117.1403|54923|Diplomatic Services operational officer|1933-11-27|189634765489|adults_50up_female_urban.json
375-82-3555|374600561410486|Todd|James|M|7146 Ball Overpass Apt. 896|San Bernardino|CA|92407|34.2166|-117.3908|236660|Environmental health practitioner|1963-06-19|597005046460|adults_50up_male_urban.json
132-96-1341|3573971263772736|Alexandra|Brewer|F|85070 Conner Motorway Suite 751|Marble Hill|MO|63764|37.3061|-89.9823|5984|Office manager|1985-03-27|30398424246|adults_2550_female_urban.json
497-82-7225|3533961938107821|Richard|Sanchez|M|612 Lauren Shores Suite 959|Newark|NJ|07103|40.737|-74.1964|277237|Regulatory affairs officer|1972-05-04|682970446586|adults_50up_male_urban.json
163-14-4432|2701843979017408|Dana|Grimes|F|234 Elizabeth Course|Colorado Springs|CO|80906|38.7902|-104.8199|525713|Investment banker, operational|1948-07-30|237516917322|adults_50up_female_urban.json
035-03-7477|4365798914685649|Kyle|Lopez|M|42172 Chandler Street Apt. 148|Havertown|PA|19083|39.9774|-75.3106|35878|Police officer|1978-06-21|481672795670|adults_2550_male_urban.json
241-95-9759|583626177138|Todd|Harris|M|695 Schneider Lock|Portland|OR|97239|45.4983|-122.6913|841711|Therapist, sports|1951-03-14|164883216315|adults_50up_male_urban.json
160-39-0131|347365611874073|Melissa|Carr|F|55390 Michael Road|Macon|GA|31211|32.8869|-83.6021|165895|Print production planner|1978-04-25|438909862591|adults_2550_female_urban.json
234-42-0458|4019295050866109|Stacy|Rodriguez|F|0493 Kristie Avenue Suite 421|American Fork|UT|84003|40.3928|-111.7941|42384|Scientist, research (physical sciences)|1964-11-19|56374495117|adults_50up_female_urban.json
657-50-2390|6533656436942074|Jacqueline|Campbell|F|2349 Jenna Curve Suite 156|Burlington|NC|27215|36.0318|-79.4889|75761|Retail manager|1973-06-23|47041667691|adults_2550_female_urban.json
737-59-2353|180060073889509|Maria|Wilson|F|510 Wilson Viaduct|Dublin|OH|43017|40.1093|-83.1146|68932|Cartographer|1958-06-15|91070027057|adults_50up_female_urban.json
325-02-5103|5358228258577026|Justin|Walsh|M|195 Johnson Curve Suite 625|Appomattox|VA|24522|37.353|-78.8224|9213|Journalist, magazine|1956-09-03|569691985979|adults_50up_male_urban.json
715-97-3971|3566188009724595|Jaime|Nguyen|M|21556 Daniel Harbors|Pittsburgh|PA|15227|40.3805|-79.9667|687276|Games developer|1976-08-25|32923846587|adults_2550_male_urban.json
332-88-7150|180077562691428|Nathaniel|Brewer|M|1069 Sullivan Mission|Somerville|OH|45064|39.5554|-84.6219|2857|Interpreter|1959-02-17|900791915725|adults_50up_male_urban.json
643-67-4059|5308123489323640|Mark|Davis|M|659 Stuart Trace|Columbus|OH|43219|40.0326|-82.9103|783285|Plant breeder/geneticist|1997-06-12|8254865824|adults_2550_male_urban.json
746-86-0779|30466130303560|Charles|Soto|M|50647 Emily Shoals|Ballwin|MO|63021|38.577|-90.5255|92608|Therapist, drama|1964-10-29|585722299029|adults_50up_male_urban.json
414-02-1132|3513305715195936|Christina|Mosley|F|33863 Bailey Mews Apt. 385|La Place|LA|70068|30.0777|-90.4895|34101|Public relations account executive|1986-12-16|129697945176|adults_2550_female_urban.json
378-58-3523|4053399026595|Chris|Riddle|M|93730 Corey Flat Apt. 772|West Jordan|UT|84088|40.5959|-111.9644|113582|Designer, blown glass/stained glass|1954-05-23|884825894188|adults_50up_male_urban.json
011-81-3089|4111039747295646|Timothy|Pena|M|1307 Samantha Manor Apt. 028|Pigeon Forge|TN|37863|35.7922|-83.5638|6569|Financial controller|1987-12-21|628249132795|adults_2550_male_urban.json
654-01-6622|4648312306812586|Stephanie|Rose|F|102 Thompson Canyon|Perryton|TX|79070|36.3748|-100.8156|9919|Physiological scientist|1986-08-06|110116773959|adults_2550_female_urban.json
144-50-0591|4142458641458238|Arthur|Golden|M|87333 Scott Ford Suite 534|Indianapolis|IN|46237|39.673|-86.0757|910148|Restaurant manager|1992-10-02|512266826211|adults_2550_male_urban.json
819-49-4870|503830554120|Ashley|Parker|F|359 Long Cliff|Miami|FL|33143|25.7022|-80.2978|1737737|Barrister's clerk|1949-06-12|453798677995|adults_50up_female_urban.json
820-81-1946|4336769123579100335|Brent|Nolan|M|906 Arthur Branch Suite 795|Flint|MI|48532|43.0111|-83.803|162969|Chartered certified accountant|1965-06-08|220317775390|adults_50up_male_urban.json
412-48-8245|377754481607171|Carmen|Miller|F|3962 Larson Lake Suite 930|Huntington Beach|CA|92647|33.721|-118.0033|190249|Hospital doctor|1992-02-18|734670647922|adults_2550_female_urban.json
759-37-9164|30102704939642|Ashley|Ruiz|F|9401 Omar Loop Apt. 759|Island Park|NY|11558|40.604|-73.6554|8370|Water engineer|2001-08-08|107876564211|young_adults_female_urban.json
844-08-0383|5583702562028352|Jennifer|Novak|F|3895 Brian Harbor|Greenville|NC|27858|35.5866|-77.3485|108695|Broadcast presenter|1969-12-19|425493042694|adults_50up_female_urban.json
539-92-7604|5505012232713200|Linda|Gallagher|F|6129 Clayton Club Apt. 569|Burke|VA|22015|38.7894|-77.2818|43102|Public relations officer|1974-10-21|766527900781|adults_2550_female_urban.json
426-17-6844|30214567475026|Tamara|Martinez|F|618 Jones Ville Apt. 471|Las Vegas|NV|89129|36.245|-115.2743|1417793|Research scientist (medical)|1987-05-29|688920108418|adults_2550_female_urban.json
676-25-7417|3574495973786264|Harold|Vargas|M|9963 Cesar Ranch|Houston|TX|77040|29.8744|-95.5278|2906700|Drilling engineer|1964-03-05|778325420513|adults_50up_male_urban.json
513-66-3829|4258626380869273219|Alexis|Goodwin|F|77424 Casey Valleys Suite 648|Kissimmee|FL|34759|28.0946|-81.499|228365|Accountant, chartered|1932-05-27|551824137768|adults_50up_female_urban.json
261-08-6455|4930579643887334|Dominique|Bennett|F|6442 Mack Expressway|Rockland|MA|02370|42.1293|-70.9133|17489|Doctor, hospital|1953-06-12|244073700879|adults_50up_female_urban.json
748-81-3083|570051294868|Tracey|Lopez|F|9536 Williams Throughway|Mc Minnville|TN|37110|35.684|-85.7782|32495|Management consultant|1941-05-25|481720741136|adults_50up_female_urban.json
219-87-2762|566136263985|David|Mcmillan|M|248 Edward Alley Suite 413|Portland|OR|97210|45.5303|-122.7033|841711|Meteorologist|1991-04-10|158366663489|adults_2550_male_urban.json
129-21-8340|3508500091976571|Linda|Wilson|F|31971 Darryl Motorway Apt. 878|Blue River|WI|53518|43.2366|-90.5873|1330|Counsellor|1982-01-23|932665746328|adults_2550_female_rural.json
527-43-5467|4684767506344709445|Elizabeth|Simpson|F|6644 Wilson Lane|Troy|OH|45373|40.0374|-84.2032|35131|Community development worker|1995-12-19|182851364531|adults_2550_female_urban.json
526-82-5113|5522038767384298|Monica|Hicks|F|22391 Kevin Lakes Apt. 406|Rancho Mirage|CA|92270|33.7643|-116.4225|17220|Merchandiser, retail|1963-07-29|323129822599|adults_50up_female_urban.json
170-80-2965|6573167850437444|Cynthia|Mcgee|F|542 Beverly Drives Apt. 187|Salt Lake City|UT|84115|40.7145|-111.8931|594043|Advice worker|1948-06-02|372887220767|adults_50up_female_urban.json
524-33-5796|4158707914810|Michael|Bowers|M|810 Williams Grove|Sunray|TX|79086|36.0097|-101.8123|2105|Child psychotherapist|1954-11-07|648346959441|adults_50up_male_rural.json
541-43-0871|3581496964533716|Nicholas|Dickson|M|433 Kenneth Underpass Suite 118|Essex|MA|01929|42.6286|-70.7828|3504|Editor, magazine features|1978-08-11|704337239727|adults_2550_male_urban.json
850-83-1681|4402294830220487283|Jerome|Wade|M|58621 Crystal Place Suite 180|Mount Prospect|IL|60056|42.0624|-87.9377|55219|Purchasing manager|2002-05-07|696287361848|young_adults_male_urban.json
576-07-9241|180059854173232|Elizabeth|Moore|F|86175 Barnes Circles|Ferndale|MI|48220|42.4586|-83.1363|22319|Psychiatrist|1982-02-22|709546503500|adults_2550_female_urban.json
639-34-2765|6011061943485207|Randy|Mills|M|0854 Gina Curve Suite 478|Venice|FL|34293|27.0606|-82.352|64116|Surveyor, building control|1985-02-07|317475126064|adults_2550_male_urban.json
056-03-5523|3573535324449293|Melanie|Bartlett|F|786 Dennis Trace Suite 003|Lawrenceville|GA|30043|34.0031|-84.0126|228867|Forest/woodland manager|1983-03-08|816636121299|adults_2550_female_urban.json
881-84-2734|372467751666307|David|Jones|M|16244 Carl Street|Kansas City|MO|64118|39.2133|-94.5743|545147|Teacher, primary school|1998-09-11|74658215360|young_adults_male_urban.json
454-56-0659|501840839366|Michael|Shelton|M|2608 Steele Plaza Apt. 710|Bridgton|ME|04009|44.052|-70.7241|5151|Engineer, maintenance (IT)|1983-01-17|692909218199|adults_2550_male_urban.json
574-35-5863|4797341740477|Angela|Bell|F|121 Maria Squares|Lake Worth|FL|33462|26.5747|-80.0794|215808|Logistics and distribution manager|1979-03-07|586277873715|adults_2550_female_urban.json
029-33-3375|4804689900988650|Jeffrey|Duran|M|45984 Julie Orchard|Paterson|NJ|07514|40.9248|-74.1467|146199|Clinical cytogeneticist|1931-10-07|772128709441|adults_50up_male_urban.json
336-90-2814|4693895020052956426|James|Fritz|M|586 Jacob Mount Suite 154|Phelan|CA|92371|34.4449|-117.5196|16763|Accounting technician|1993-09-29|115969114029|adults_2550_male_urban.json
513-66-0042|2263418245388063|Julie|Mendoza|F|43390 Knight Street|Monterey Park|CA|91755|34.048|-118.115|60238|Industrial/product designer|1960-05-15|174516504621|adults_50up_female_urban.json
230-13-0323|2226128337079001|Christine|Moore|F|279 Colin Lock Apt. 241|Wakefield|RI|02879|41.4437|-71.5342|20371|Retail buyer|1975-08-22|96697119784|adults_2550_female_urban.json
495-87-9184|3515235882803129|Nancy|Wiggins|F|701 Sanders Ford|Cincinnati|OH|45248|39.1652|-84.6625|795220|Clinical molecular geneticist|1981-05-09|31289613824|adults_2550_female_urban.json
476-69-4107|3592933729745935|Hannah|Smith|F|94204 Jenkins Fort Apt. 112|Lubbock|TX|79415|33.6021|-101.876|254282|Agricultural consultant|1969-01-27|134504828306|adults_50up_female_urban.json
272-91-9468|180027788571011|Cameron|Juarez|M|645 Ricardo Plaza Suite 051|Stockton|CA|95212|38.0315|-121.2589|357430|Scientist, research (medical)|1982-06-26|966368370024|adults_2550_male_urban.json
899-57-0792|2241508062729741|Benjamin|Olson|M|23423 Douglas Ford|Cumming|GA|30041|34.2037|-84.1031|129584|Animal technologist|1942-11-13|505244160724|adults_50up_male_urban.json
058-90-1495|3568213342374367|Michelle|Hernandez|F|98270 Paul Divide|Penitas|TX|78576|26.278|-98.4469|8775|Volunteer coordinator|1955-07-10|207342166463|adults_50up_female_urban.json
494-82-2762|4279346290752277588|Jordan|Moreno|M|3653 Jose Rapids|Virginia Beach|VA|23451|36.8585|-76.0019|437994|Psychotherapist, child|2000-06-20|219272640876|young_adults_male_urban.json
